subject,arm,cam,n_train,n_kept,train_rms_px,test_rms_med_px,iod_mm
subject0066,S240,cam09,108,54,3.554,7.197,89.451
subject0066,F,cam00,420,0,nan,32.946,89.822
subject0066,F,cam01,420,0,nan,35.046,89.822
subject0066,F,cam08,420,0,nan,11.594,89.822
subject0066,F,cam09,420,0,nan,16.259,89.822
subject0066,F,cam10,420,0,nan,39.840,89.822
subject0066,F,cam16,420,0,nan,29.368,89.822
subject0066,F,cam17,420,0,nan,13.554,89.822
subject0066,M,cam00,420,210,8.429,17.027,89.464
subject0066,M,cam01,420,210,8.429,14.623,89.464
subject0066,M,cam08,420,210,8.429,9.897,89.464
subject0066,M,cam09,420,210,8.429,10.944,89.464
subject0066,M,cam10,420,210,8.429,25.008,89.464
subject0066,M,cam16,420,210,8.429,18.025,89.464
subject0066,M,cam17,420,210,8.429,12.041,89.464
subject0066,S_cross,cam00,0,0,nan,40.176,nan
subject0066,S_cross,cam01,0,0,nan,36.560,nan
subject0066,S_cross,cam08,0,0,nan,18.752,nan
subject0066,S_cross,cam10,0,0,nan,29.951,nan
subject0066,S_cross,cam16,0,0,nan,36.555,nan
subject0066,S_cross,cam17,0,0,nan,16.573,nan
subject0062,T,cam00,60,60,4.591,5.150,90.128
subject0062,Tk,cam00,30,30,3.803,4.567,90.231
subject0062,S,cam00,60,30,3.201,4.578,90.128
subject0062,GEN,cam00,0,0,nan,20.483,nan
subject0062,T,cam01,60,60,4.724,5.851,89.914
subject0062,Tk,cam01,30,30,3.427,5.089,90.167
subject0062,S,cam01,60,30,2.800,5.144,90.195
subject0062,GEN,cam01,0,0,nan,22.933,nan
subject0062,T,cam02,60,60,4.600,6.066,88.313
subject0062,Tk,cam02,30,30,3.260,5.422,89.154
subject0062,S,cam02,60,30,2.771,5.516,89.066
subject0062,GEN,cam02,0,0,nan,32.284,nan
subject0062,T,cam03,60,60,3.409,4.734,88.541
subject0062,Tk,cam03,30,30,2.858,4.338,89.052
subject0062,S,cam03,60,30,2.409,4.314,89.050
subject0062,GEN,cam03,0,0,nan,29.255,nan
subject0062,T,cam04,60,60,3.754,4.315,89.028
subject0062,Tk,cam04,30,30,2.816,2.974,89.463
subject0062,S,cam04,60,30,1.805,2.870,89.657
subject0062,GEN,cam04,0,0,nan,23.736,nan
subject0062,T,cam06,60,60,4.271,5.558,88.279
subject0062,Tk,cam06,30,30,3.366,4.691,89.185
subject0062,S,cam06,60,30,2.864,4.550,88.767
subject0062,GEN,cam06,0,0,nan,23.674,nan
subject0062,T,cam07,60,60,4.783,6.555,88.771
subject0062,Tk,cam07,30,30,3.658,5.513,89.434
subject0062,S,cam07,60,30,3.104,5.391,89.033
subject0062,GEN,cam07,0,0,nan,22.033,nan
subject0062,T,cam08,60,60,7.098,6.727,90.156
subject0062,Tk,cam08,30,30,5.549,6.675,90.356
subject0062,S,cam08,60,30,4.537,6.745,89.944
subject0062,GEN,cam08,0,0,nan,22.862,nan
subject0062,T,cam09,60,60,6.492,7.782,90.496
subject0062,Tk,cam09,30,30,5.343,7.663,90.299
subject0062,S,cam09,60,30,3.910,7.661,90.154
subject0062,GEN,cam09,0,0,nan,22.940,nan
subject0062,T,cam10,60,60,8.558,12.143,88.193
subject0062,Tk,cam10,30,30,6.954,13.366,88.228
subject0062,S,cam10,60,30,5.453,13.975,87.876
subject0062,GEN,cam10,0,0,nan,42.405,nan
subject0062,T,cam16,60,60,6.109,7.661,89.864
subject0062,Tk,cam16,30,30,4.782,7.091,90.004
subject0062,S,cam16,60,30,3.416,7.307,89.833
subject0062,GEN,cam16,0,0,nan,31.323,nan
subject0062,T,cam17,60,60,8.042,10.207,90.167
subject0062,Tk,cam17,30,30,4.940,12.688,90.199
subject0062,S,cam17,60,30,4.260,13.064,90.125
subject0062,GEN,cam17,0,0,nan,28.828,nan
subject0062,S240,cam16,124,62,3.091,7.449,89.876
subject0062,F,cam00,720,0,nan,9.678,89.902
subject0062,F,cam01,720,0,nan,14.170,89.902
subject0062,F,cam02,720,0,nan,34.462,89.902
subject0062,F,cam03,720,0,nan,33.591,89.902
subject0062,F,cam04,720,0,nan,29.145,89.902
subject0062,F,cam06,720,0,nan,28.648,89.902
subject0062,F,cam07,720,0,nan,22.353,89.902
subject0062,F,cam08,720,0,nan,19.605,89.902
subject0062,F,cam09,720,0,nan,20.732,89.902
subject0062,F,cam10,720,0,nan,49.960,89.902
subject0062,F,cam16,720,0,nan,30.519,89.902
subject0062,F,cam17,720,0,nan,27.951,89.902
subject0062,M,cam00,720,360,12.970,8.595,90.135
subject0062,M,cam01,720,360,12.970,10.308,90.135
subject0062,M,cam02,720,360,12.970,19.327,90.135
subject0062,M,cam03,720,360,12.970,18.414,90.135
subject0062,M,cam04,720,360,12.970,18.932,90.135
subject0062,M,cam06,720,360,12.970,24.834,90.135
subject0062,M,cam07,720,360,12.970,17.815,90.135
subject0062,M,cam08,720,360,12.970,19.159,90.135
subject0062,M,cam09,720,360,12.970,19.836,90.135
subject0062,M,cam10,720,360,12.970,36.110,90.135
subject0062,M,cam16,720,360,12.970,26.972,90.135
subject0062,M,cam17,720,360,12.970,32.842,90.135
subject0062,S_cross,cam00,0,0,nan,47.142,nan
subject0062,S_cross,cam01,0,0,nan,51.844,nan
subject0062,S_cross,cam02,0,0,nan,56.297,nan
subject0062,S_cross,cam03,0,0,nan,60.827,nan
subject0062,S_cross,cam04,0,0,nan,69.137,nan
subject0062,S_cross,cam06,0,0,nan,50.417,nan
subject0062,S_cross,cam07,0,0,nan,38.430,nan
subject0062,S_cross,cam08,0,0,nan,33.615,nan
subject0062,S_cross,cam09,0,0,nan,44.973,nan
subject0062,S_cross,cam10,0,0,nan,65.723,nan
subject0062,S_cross,cam17,0,0,nan,39.935,nan
subject0063,T,cam00,60,60,4.947,7.211,90.774
subject0063,Tk,cam00,30,30,3.725,7.064,90.895
subject0063,S,cam00,60,30,3.342,7.070,90.890
subject0063,GEN,cam00,0,0,nan,18.571,nan
subject0063,T,cam01,60,60,5.727,8.841,90.313
subject0063,Tk,cam01,30,30,4.621,7.773,90.691
subject0063,S,cam01,60,30,4.113,7.671,90.582
subject0063,GEN,cam01,0,0,nan,21.572,nan
subject0063,T,cam02,60,60,6.731,9.224,88.679
subject0063,Tk,cam02,30,30,4.620,8.504,90.399
subject0063,S,cam02,60,30,3.775,8.455,90.874
subject0063,GEN,cam02,0,0,nan,32.601,nan
subject0063,T,cam04,60,60,5.395,7.100,90.382
subject0063,Tk,cam04,30,30,3.936,6.854,90.560
subject0063,S,cam04,60,30,3.363,6.854,90.490
subject0063,GEN,cam04,0,0,nan,11.805,nan
subject0063,T,cam05,60,60,4.878,5.979,90.563
subject0063,Tk,cam05,30,30,3.575,5.690,90.704
subject0063,S,cam05,60,30,3.170,5.685,90.795
subject0063,GEN,cam05,0,0,nan,11.256,nan
subject0063,T,cam07,60,60,5.343,6.975,88.948
subject0063,Tk,cam07,30,30,4.427,6.574,90.590
subject0063,S,cam07,60,30,4.036,6.649,90.493
subject0063,GEN,cam07,0,0,nan,23.771,nan
subject0063,T,cam08,60,60,6.695,9.443,89.709
subject0063,Tk,cam08,30,30,5.855,9.724,89.975
subject0063,S,cam08,60,30,4.466,9.032,91.230
subject0063,GEN,cam08,0,0,nan,26.881,nan
subject0063,T,cam09,60,60,7.059,9.322,88.950
subject0063,Tk,cam09,30,30,5.802,9.013,88.911
subject0063,S,cam09,60,30,4.907,9.314,88.831
subject0063,GEN,cam09,0,0,nan,30.013,nan
subject0063,T,cam10,60,60,6.739,9.661,88.101
subject0063,Tk,cam10,30,30,4.620,8.307,89.417
subject0063,S,cam10,60,30,3.973,8.350,89.013
subject0063,GEN,cam10,0,0,nan,46.646,nan
subject0063,T,cam16,60,60,5.949,8.941,88.585
subject0063,Tk,cam16,30,30,4.442,7.958,89.929
subject0063,S,cam16,60,30,3.786,7.751,89.203
subject0063,GEN,cam16,0,0,nan,36.359,nan
subject0063,T,cam17,60,60,5.672,7.342,88.914
subject0063,Tk,cam17,30,30,4.035,6.603,88.843
subject0063,S,cam17,60,30,3.467,6.556,88.887
subject0063,GEN,cam17,0,0,nan,36.006,nan
subject0063,S240,cam09,119,59,5.011,9.105,88.822
subject0063,F,cam00,660,0,nan,17.349,90.562
subject0063,F,cam01,660,0,nan,18.059,90.562
subject0063,F,cam02,660,0,nan,26.441,90.562
subject0063,F,cam04,660,0,nan,24.210,90.562
subject0063,F,cam05,660,0,nan,21.131,90.562
subject0063,F,cam07,660,0,nan,20.143,90.562
subject0063,F,cam08,660,0,nan,13.864,90.562
subject0063,F,cam09,660,0,nan,19.136,90.562
subject0063,F,cam10,660,0,nan,37.275,90.562
subject0063,F,cam16,660,0,nan,27.078,90.562
subject0063,F,cam17,660,0,nan,26.530,90.562
subject0063,M,cam00,660,330,10.410,14.467,90.048
subject0063,M,cam01,660,330,10.410,14.942,90.048
subject0063,M,cam02,660,330,10.410,18.253,90.048
subject0063,M,cam04,660,330,10.410,19.879,90.048
subject0063,M,cam05,660,330,10.410,18.614,90.048
subject0063,M,cam07,660,330,10.410,16.156,90.048
subject0063,M,cam08,660,330,10.410,13.716,90.048
subject0063,M,cam09,660,330,10.410,16.562,90.048
subject0063,M,cam10,660,330,10.410,33.081,90.048
subject0063,M,cam16,660,330,10.410,22.583,90.048
subject0063,M,cam17,660,330,10.410,29.869,90.048
subject0063,S_cross,cam00,0,0,nan,30.796,nan
subject0063,S_cross,cam01,0,0,nan,29.542,nan
subject0063,S_cross,cam02,0,0,nan,38.697,nan
subject0063,S_cross,cam04,0,0,nan,45.103,nan
subject0063,S_cross,cam05,0,0,nan,45.014,nan
subject0063,S_cross,cam07,0,0,nan,49.686,nan
subject0063,S_cross,cam08,0,0,nan,23.004,nan
subject0063,S_cross,cam10,0,0,nan,31.287,nan
subject0063,S_cross,cam16,0,0,nan,47.138,nan
subject0063,S_cross,cam17,0,0,nan,20.836,nan
subject0067,T,cam00,60,60,5.937,8.982,89.737
subject0067,Tk,cam00,30,30,4.431,7.017,89.682
subject0067,S,cam00,60,30,2.847,6.720,89.636
subject0067,GEN,cam00,0,0,nan,22.323,nan
subject0067,T,cam01,60,60,5.884,8.329,89.274
subject0067,Tk,cam01,30,30,4.642,6.948,89.551
subject0067,S,cam01,60,30,3.265,6.970,89.712
subject0067,GEN,cam01,0,0,nan,26.320,nan
subject0067,T,cam02,60,60,3.967,6.190,87.868
subject0067,Tk,cam02,30,30,2.920,5.635,88.556
subject0067,S,cam02,60,30,2.490,5.563,88.606
subject0067,GEN,cam02,0,0,nan,30.418,nan
subject0067,T,cam03,60,60,3.148,5.231,87.798
subject0067,Tk,cam03,30,30,2.531,5.221,87.589
subject0067,S,cam03,60,30,2.230,5.192,87.851
subject0067,GEN,cam03,0,0,nan,28.143,nan
subject0067,T,cam07,60,60,4.840,7.289,87.587
subject0067,Tk,cam07,30,30,3.941,6.724,88.714
subject0067,S,cam07,60,30,2.881,6.631,89.288
subject0067,GEN,cam07,0,0,nan,21.031,nan
subject0067,T,cam08,60,60,6.301,8.608,89.829
subject0067,Tk,cam08,30,30,4.866,7.375,89.708
subject0067,S,cam08,60,30,3.364,7.303,89.624
subject0067,GEN,cam08,0,0,nan,21.027,nan
subject0067,T,cam09,60,60,6.561,9.311,89.592
subject0067,Tk,cam09,30,30,5.176,6.943,89.547
subject0067,S,cam09,60,30,3.465,6.923,89.579
subject0067,GEN,cam09,0,0,nan,22.655,nan
subject0067,T,cam10,59,59,4.973,5.950,87.400
subject0067,Tk,cam10,29,29,3.903,5.605,87.694
subject0067,S,cam10,59,29,3.455,5.671,87.583
subject0067,GEN,cam10,0,0,nan,41.192,nan
subject0067,T,cam16,60,60,6.210,9.933,88.524
subject0067,Tk,cam16,30,30,4.685,9.526,89.259
subject0067,S,cam16,60,30,3.834,9.729,89.158
subject0067,GEN,cam16,0,0,nan,30.547,nan
subject0067,T,cam17,59,59,5.247,6.153,89.414
subject0067,Tk,cam17,29,29,4.000,5.703,89.482
subject0067,S,cam17,59,29,3.285,5.756,89.097
subject0067,GEN,cam17,0,0,nan,26.880,nan
subject0067,S240,cam09,122,61,3.802,6.432,89.445
subject0067,F,cam00,598,0,nan,15.241,89.252
subject0067,F,cam01,598,0,nan,16.760,89.252
subject0067,F,cam02,598,0,nan,33.796,89.252
subject0067,F,cam03,598,0,nan,34.042,89.252
subject0067,F,cam07,598,0,nan,27.539,89.252
subject0067,F,cam08,598,0,nan,15.654,89.252
subject0067,F,cam09,598,0,nan,14.980,89.252
subject0067,F,cam10,598,0,nan,42.999,89.252
subject0067,F,cam16,598,0,nan,33.860,89.252
subject0067,F,cam17,598,0,nan,24.004,89.252
subject0067,M,cam00,598,299,8.522,11.455,89.526
subject0067,M,cam01,598,299,8.522,9.656,89.526
subject0067,M,cam02,598,299,8.522,17.528,89.526
subject0067,M,cam03,598,299,8.522,16.755,89.526
subject0067,M,cam07,598,299,8.522,18.677,89.526
subject0067,M,cam08,598,299,8.522,12.377,89.526
subject0067,M,cam09,598,299,8.522,13.528,89.526
subject0067,M,cam10,598,299,8.522,38.070,89.526
subject0067,M,cam16,598,299,8.522,25.916,89.526
subject0067,M,cam17,598,299,8.522,20.961,89.526
subject0067,S_cross,cam00,0,0,nan,28.972,nan
subject0067,S_cross,cam01,0,0,nan,25.174,nan
subject0067,S_cross,cam02,0,0,nan,38.362,nan
subject0067,S_cross,cam03,0,0,nan,41.703,nan
subject0067,S_cross,cam07,0,0,nan,39.370,nan
subject0067,S_cross,cam08,0,0,nan,16.601,nan
subject0067,S_cross,cam10,0,0,nan,39.639,nan
subject0067,S_cross,cam16,0,0,nan,35.746,nan
subject0067,S_cross,cam17,0,0,nan,18.435,nan
subject0072,T,cam00,60,60,3.869,4.381,91.324
subject0072,Tk,cam00,30,30,3.223,3.764,91.352
subject0072,S,cam00,60,30,2.304,3.708,91.150
subject0072,GEN,cam00,0,0,nan,13.603,nan
subject0072,T,cam01,60,60,3.774,4.646,91.044
subject0072,Tk,cam01,30,30,3.046,4.432,91.178
subject0072,S,cam01,60,30,2.559,4.350,91.211
subject0072,GEN,cam01,0,0,nan,13.424,nan
subject0072,T,cam02,60,60,3.547,4.502,89.730
subject0072,Tk,cam02,30,30,2.708,4.473,90.407
subject0072,S,cam02,60,30,2.358,4.389,90.719
subject0072,GEN,cam02,0,0,nan,21.362,nan
subject0072,T,cam03,60,60,3.155,3.957,89.387
subject0072,Tk,cam03,30,30,2.319,3.716,89.924
subject0072,S,cam03,60,30,2.050,3.741,89.920
subject0072,GEN,cam03,0,0,nan,20.876,nan
subject0072,T,cam07,60,60,3.666,4.313,92.310
subject0072,Tk,cam07,30,30,2.927,3.582,90.592
subject0072,S,cam07,60,30,1.863,3.487,90.798
subject0072,GEN,cam07,0,0,nan,18.301,nan
subject0072,T,cam08,60,60,3.975,5.017,90.396
subject0072,Tk,cam08,30,30,3.278,4.867,90.449
subject0072,S,cam08,60,30,2.832,4.792,90.413
subject0072,GEN,cam08,0,0,nan,26.786,nan
subject0072,T,cam09,60,60,4.210,5.136,90.350
subject0072,Tk,cam09,30,30,3.427,4.928,90.455
subject0072,S,cam09,60,30,2.761,4.946,90.244
subject0072,GEN,cam09,0,0,nan,25.288,nan
subject0072,T,cam10,60,60,5.742,6.186,88.473
subject0072,Tk,cam10,30,30,4.792,6.769,88.417
subject0072,S,cam10,60,30,4.135,6.778,88.146
subject0072,GEN,cam10,0,0,nan,40.209,nan
subject0072,T,cam16,60,60,4.114,4.955,89.401
subject0072,Tk,cam16,30,30,3.355,4.562,89.454
subject0072,S,cam16,60,30,2.587,4.520,89.401
subject0072,GEN,cam16,0,0,nan,37.568,nan
subject0072,T,cam17,60,60,3.795,4.745,89.742
subject0072,Tk,cam17,30,30,2.862,4.546,89.693
subject0072,S,cam17,60,30,2.553,4.513,89.683
subject0072,GEN,cam17,0,0,nan,33.168,nan
subject0072,S240,cam10,110,55,4.087,7.862,88.152
subject0072,F,cam00,600,0,nan,18.294,90.259
subject0072,F,cam01,600,0,nan,15.749,90.259
subject0072,F,cam02,600,0,nan,32.608,90.259
subject0072,F,cam03,600,0,nan,35.255,90.259
subject0072,F,cam07,600,0,nan,29.485,90.259
subject0072,F,cam08,600,0,nan,20.737,90.259
subject0072,F,cam09,600,0,nan,21.032,90.259
subject0072,F,cam10,600,0,nan,47.713,90.259
subject0072,F,cam16,600,0,nan,44.256,90.259
subject0072,F,cam17,600,0,nan,27.099,90.259
subject0072,M,cam00,600,300,10.731,11.661,90.893
subject0072,M,cam01,600,300,10.731,15.163,90.893
subject0072,M,cam02,600,300,10.731,17.418,90.893
subject0072,M,cam03,600,300,10.731,16.598,90.893
subject0072,M,cam07,600,300,10.731,17.659,90.893
subject0072,M,cam08,600,300,10.731,13.349,90.893
subject0072,M,cam09,600,300,10.731,17.203,90.893
subject0072,M,cam10,600,300,10.731,41.722,90.893
subject0072,M,cam16,600,300,10.731,35.925,90.893
subject0072,M,cam17,600,300,10.731,31.854,90.893
subject0072,S_cross,cam00,0,0,nan,65.987,nan
subject0072,S_cross,cam01,0,0,nan,52.385,nan
subject0072,S_cross,cam02,0,0,nan,35.739,nan
subject0072,S_cross,cam03,0,0,nan,43.208,nan
subject0072,S_cross,cam07,0,0,nan,70.674,nan
subject0072,S_cross,cam08,0,0,nan,57.396,nan
subject0072,S_cross,cam09,0,0,nan,40.197,nan
subject0072,S_cross,cam16,0,0,nan,71.829,nan
subject0072,S_cross,cam17,0,0,nan,44.980,nan
subject0073,T,cam00,60,60,5.230,6.050,90.709
subject0073,Tk,cam00,30,30,3.646,5.684,90.685
subject0073,S,cam00,60,30,2.893,5.553,90.447
subject0073,GEN,cam00,0,0,nan,12.462,nan
subject0073,T,cam01,60,60,5.891,7.772,89.934
subject0073,Tk,cam01,30,30,4.322,7.558,90.230
subject0073,S,cam01,60,30,3.644,7.613,90.153
subject0073,GEN,cam01,0,0,nan,16.075,nan
subject0073,T,cam08,60,60,7.249,6.956,90.695
subject0073,Tk,cam08,30,30,5.618,5.929,90.375
subject0073,S,cam08,60,30,2.805,5.810,90.305
subject0073,GEN,cam08,0,0,nan,16.244,nan
subject0073,T,cam09,60,60,7.598,8.607,90.499
subject0073,Tk,cam09,30,30,5.852,7.431,90.358
subject0073,S,cam09,60,30,4.300,7.786,90.368
subject0073,GEN,cam09,0,0,nan,14.863,nan
subject0073,T,cam10,60,60,7.593,9.681,88.830
subject0073,Tk,cam10,30,30,5.590,9.143,89.081
subject0073,S,cam10,60,30,3.511,8.648,89.500
subject0073,GEN,cam10,0,0,nan,36.278,nan
subject0073,T,cam16,60,60,5.370,7.126,89.216
subject0073,Tk,cam16,30,30,4.271,5.853,90.229
subject0073,S,cam16,60,30,3.054,5.815,89.970
subject0073,GEN,cam16,0,0,nan,24.420,nan
subject0073,T,cam17,60,60,6.239,6.768,90.136
subject0073,Tk,cam17,30,30,5.130,5.886,89.994
subject0073,S,cam17,60,30,3.273,5.655,90.058
subject0073,GEN,cam17,0,0,nan,20.377,nan
subject0073,S240,cam17,121,60,3.105,5.939,90.055
subject0073,F,cam00,420,0,nan,25.571,90.008
subject0073,F,cam01,420,0,nan,26.839,90.008
subject0073,F,cam08,420,0,nan,17.198,90.008
subject0073,F,cam09,420,0,nan,20.770,90.008
subject0073,F,cam10,420,0,nan,45.367,90.008
subject0073,F,cam16,420,0,nan,30.802,90.008
subject0073,F,cam17,420,0,nan,23.560,90.008
subject0073,M,cam00,420,210,7.923,10.667,90.374
subject0073,M,cam01,420,210,7.923,12.059,90.374
subject0073,M,cam08,420,210,7.923,10.951,90.374
subject0073,M,cam09,420,210,7.923,14.276,90.374
subject0073,M,cam10,420,210,7.923,32.049,90.374
subject0073,M,cam16,420,210,7.923,18.685,90.374
subject0073,M,cam17,420,210,7.923,12.978,90.374
subject0073,S_cross,cam00,0,0,nan,51.159,nan
subject0073,S_cross,cam01,0,0,nan,50.999,nan
subject0073,S_cross,cam08,0,0,nan,15.252,nan
subject0073,S_cross,cam09,0,0,nan,17.137,nan
subject0073,S_cross,cam10,0,0,nan,40.512,nan
subject0073,S_cross,cam16,0,0,nan,29.867,nan
subject0076,T,cam00,60,60,4.498,5.768,89.955
subject0076,Tk,cam00,30,30,3.537,5.873,89.935
subject0076,S,cam00,60,30,3.159,5.880,89.890
subject0076,GEN,cam00,0,0,nan,21.647,nan
subject0076,T,cam01,60,60,3.874,5.748,90.143
subject0076,Tk,cam01,30,30,3.092,5.707,90.154
subject0076,S,cam01,60,30,2.887,5.702,90.040
subject0076,GEN,cam01,0,0,nan,19.890,nan
subject0076,T,cam02,60,60,5.217,6.613,88.190
subject0076,Tk,cam02,30,30,4.258,6.358,88.207
subject0076,S,cam02,60,30,4.160,6.419,89.826
subject0076,GEN,cam02,0,0,nan,29.568,nan
subject0076,T,cam03,60,60,4.220,5.427,89.034
subject0076,Tk,cam03,30,30,3.451,5.254,89.044
subject0076,S,cam03,60,30,3.095,5.182,89.658
subject0076,GEN,cam03,0,0,nan,26.389,nan
subject0076,T,cam06,60,60,3.340,4.122,88.684
subject0076,Tk,cam06,30,30,2.528,4.291,88.826
subject0076,S,cam06,60,30,2.392,4.220,88.469
subject0076,GEN,cam06,0,0,nan,22.719,nan
subject0076,T,cam07,60,60,3.798,5.006,89.114
subject0076,Tk,cam07,30,30,3.239,5.072,88.816
subject0076,S,cam07,60,30,3.038,4.958,88.588
subject0076,GEN,cam07,0,0,nan,22.295,nan
subject0076,T,cam08,60,60,5.153,5.876,90.266
subject0076,Tk,cam08,30,30,4.116,5.741,90.199
subject0076,S,cam08,60,30,3.566,5.665,89.865
subject0076,GEN,cam08,0,0,nan,22.080,nan
subject0076,T,cam09,60,60,5.139,6.341,90.182
subject0076,Tk,cam09,30,30,4.285,5.731,90.071
subject0076,S,cam09,60,30,3.356,5.757,89.970
subject0076,GEN,cam09,0,0,nan,19.940,nan
subject0076,T,cam10,60,60,8.003,8.061,88.020
subject0076,Tk,cam10,30,30,5.589,7.645,88.074
subject0076,S,cam10,60,30,4.565,7.409,87.855
subject0076,GEN,cam10,0,0,nan,38.481,nan
subject0076,T,cam16,60,60,6.344,8.041,89.683
subject0076,Tk,cam16,30,30,4.688,7.987,89.760
subject0076,S,cam16,60,30,3.616,7.819,89.793
subject0076,GEN,cam16,0,0,nan,26.203,nan
subject0076,T,cam17,60,60,5.486,5.582,90.420
subject0076,Tk,cam17,30,30,4.589,5.517,90.343
subject0076,S,cam17,60,30,3.544,5.360,90.103
subject0076,GEN,cam17,0,0,nan,21.832,nan
subject0076,S240,cam09,123,61,3.647,6.210,90.066
subject0076,F,cam00,660,0,nan,10.707,89.877
subject0076,F,cam01,660,0,nan,18.924,89.877
subject0076,F,cam02,660,0,nan,40.931,89.877
subject0076,F,cam03,660,0,nan,40.989,89.877
subject0076,F,cam06,660,0,nan,30.982,89.877
subject0076,F,cam07,660,0,nan,23.560,89.877
subject0076,F,cam08,660,0,nan,18.113,89.877
subject0076,F,cam09,660,0,nan,22.518,89.877
subject0076,F,cam10,660,0,nan,48.146,89.877
subject0076,F,cam16,660,0,nan,31.311,89.877
subject0076,F,cam17,660,0,nan,24.970,89.877
subject0076,M,cam00,660,330,9.755,8.037,89.839
subject0076,M,cam01,660,330,9.755,10.413,89.839
subject0076,M,cam02,660,330,9.755,16.258,89.839
subject0076,M,cam03,660,330,9.755,18.099,89.839
subject0076,M,cam06,660,330,9.755,21.729,89.839
subject0076,M,cam07,660,330,9.755,13.533,89.839
subject0076,M,cam08,660,330,9.755,13.806,89.839
subject0076,M,cam09,660,330,9.755,18.855,89.839
subject0076,M,cam10,660,330,9.755,34.391,89.839
subject0076,M,cam16,660,330,9.755,20.206,89.839
subject0076,M,cam17,660,330,9.755,30.777,89.839
subject0076,S_cross,cam00,0,0,nan,33.698,nan
subject0076,S_cross,cam01,0,0,nan,35.239,nan
subject0076,S_cross,cam02,0,0,nan,54.023,nan
subject0076,S_cross,cam03,0,0,nan,60.536,nan
subject0076,S_cross,cam06,0,0,nan,59.386,nan
subject0076,S_cross,cam07,0,0,nan,44.230,nan
subject0076,S_cross,cam08,0,0,nan,15.909,nan
subject0076,S_cross,cam10,0,0,nan,36.052,nan
subject0076,S_cross,cam16,0,0,nan,33.079,nan
subject0076,S_cross,cam17,0,0,nan,19.733,nan
subject0075,T,cam00,60,60,4.428,5.829,90.394
subject0075,Tk,cam00,30,30,3.971,5.743,90.431
subject0075,S,cam00,60,30,2.978,5.740,90.490
subject0075,GEN,cam00,0,0,nan,21.792,nan
subject0075,T,cam01,60,60,4.869,6.017,90.199
subject0075,Tk,cam01,30,30,3.907,6.200,90.249
subject0075,S,cam01,60,30,3.130,6.275,90.342
subject0075,GEN,cam01,0,0,nan,25.491,nan
subject0075,T,cam02,60,60,4.332,6.154,89.109
subject0075,Tk,cam02,30,30,3.481,6.317,89.049
subject0075,S,cam02,60,30,3.160,6.490,89.673
subject0075,GEN,cam02,0,0,nan,30.909,nan
subject0075,T,cam07,60,60,4.003,5.545,88.882
subject0075,Tk,cam07,30,30,3.519,5.431,88.919
subject0075,S,cam07,60,30,2.884,5.448,89.248
subject0075,GEN,cam07,0,0,nan,26.334,nan
subject0075,T,cam08,60,60,5.502,6.090,90.159
subject0075,Tk,cam08,30,30,4.068,6.210,90.205
subject0075,S,cam08,60,30,3.256,6.241,90.230
subject0075,GEN,cam08,0,0,nan,24.558,nan
subject0075,T,cam09,60,60,5.619,6.610,89.869
subject0075,Tk,cam09,30,30,4.573,6.648,89.897
subject0075,S,cam09,60,30,3.841,6.580,89.791
subject0075,GEN,cam09,0,0,nan,25.350,nan
subject0075,T,cam10,60,60,7.409,9.663,88.675
subject0075,Tk,cam10,30,30,5.686,10.509,89.036
subject0075,S,cam10,60,30,4.206,10.227,89.326
subject0075,GEN,cam10,0,0,nan,41.372,nan
subject0075,T,cam16,60,60,5.443,6.663,89.769
subject0075,Tk,cam16,30,30,3.854,6.913,89.885
subject0075,S,cam16,60,30,3.214,6.828,90.390
subject0075,GEN,cam16,0,0,nan,29.678,nan
subject0075,T,cam17,60,60,5.756,6.293,89.753
subject0075,Tk,cam17,30,30,4.286,6.020,89.870
subject0075,S,cam17,60,30,3.540,6.071,89.688
subject0075,GEN,cam17,0,0,nan,26.559,nan
subject0075,S240,cam09,126,63,3.635,6.359,89.810
subject0075,F,cam00,540,0,nan,18.834,89.860
subject0075,F,cam01,540,0,nan,22.619,89.860
subject0075,F,cam02,540,0,nan,39.956,89.860
subject0075,F,cam07,540,0,nan,34.377,89.860
subject0075,F,cam08,540,0,nan,17.568,89.860
subject0075,F,cam09,540,0,nan,17.956,89.860
