subject,arm,cam,n_train,n_kept,train_rms_px,test_rms_med_px,iod_mm
subject0056,S_cross,cam02,0,0,nan,57.266,nan
subject0056,S_cross,cam03,0,0,nan,66.490,nan
subject0056,S_cross,cam07,0,0,nan,51.458,nan
subject0056,S_cross,cam08,0,0,nan,15.938,nan
subject0056,S_cross,cam10,0,0,nan,40.002,nan
subject0056,S_cross,cam16,0,0,nan,38.273,nan
subject0056,S_cross,cam17,0,0,nan,15.030,nan
subject0057,T,cam00,60,60,3.704,4.983,90.114
subject0057,Tk,cam00,30,30,2.983,4.911,90.077
subject0057,S,cam00,60,30,2.696,4.828,89.850
subject0057,GEN,cam00,0,0,nan,21.221,nan
subject0057,T,cam01,60,60,4.796,5.497,90.094
subject0057,Tk,cam01,30,30,3.694,5.526,90.121
subject0057,S,cam01,60,30,3.397,5.575,90.117
subject0057,GEN,cam01,0,0,nan,19.691,nan
subject0057,T,cam02,60,60,4.603,6.316,88.363
subject0057,Tk,cam02,30,30,3.479,6.267,88.366
subject0057,S,cam02,60,30,3.163,6.288,88.802
subject0057,GEN,cam02,0,0,nan,26.923,nan
subject0057,T,cam03,60,60,3.326,4.260,89.027
subject0057,Tk,cam03,30,30,2.646,4.261,88.788
subject0057,S,cam03,60,30,2.345,4.336,89.469
subject0057,GEN,cam03,0,0,nan,25.609,nan
subject0057,T,cam07,60,60,3.102,4.745,89.460
subject0057,Tk,cam07,30,30,2.657,4.664,89.162
subject0057,S,cam07,60,30,2.393,4.610,89.430
subject0057,GEN,cam07,0,0,nan,23.358,nan
subject0057,T,cam08,60,60,4.742,5.970,90.244
subject0057,Tk,cam08,30,30,3.817,5.813,90.251
subject0057,S,cam08,60,30,3.366,5.770,89.963
subject0057,GEN,cam08,0,0,nan,20.387,nan
subject0057,T,cam09,60,60,4.882,5.884,90.257
subject0057,Tk,cam09,30,30,4.052,5.710,90.244
subject0057,S,cam09,60,30,3.108,5.689,90.149
subject0057,GEN,cam09,0,0,nan,19.212,nan
subject0057,T,cam10,60,60,7.356,10.895,88.854
subject0057,Tk,cam10,30,30,6.139,10.808,88.872
subject0057,S,cam10,60,30,6.117,10.990,88.526
subject0057,GEN,cam10,0,0,nan,33.145,nan
subject0057,T,cam16,60,60,6.135,7.970,89.696
subject0057,Tk,cam16,30,30,5.148,6.708,89.630
subject0057,S,cam16,60,30,4.188,6.290,89.471
subject0057,GEN,cam16,0,0,nan,30.774,nan
subject0057,T,cam17,60,60,3.790,4.688,90.330
subject0057,Tk,cam17,30,30,3.291,4.551,90.285
subject0057,S,cam17,60,30,2.296,4.297,90.151
subject0057,GEN,cam17,0,0,nan,23.298,nan
subject0057,S240,cam09,121,60,3.254,6.086,90.380
subject0057,F,cam00,600,0,nan,15.669,89.932
subject0057,F,cam01,600,0,nan,20.464,89.932
subject0057,F,cam02,600,0,nan,43.988,89.932
subject0057,F,cam03,600,0,nan,49.784,89.932
subject0057,F,cam07,600,0,nan,33.689,89.932
subject0057,F,cam08,600,0,nan,15.355,89.932
subject0057,F,cam09,600,0,nan,14.912,89.932
subject0057,F,cam10,600,0,nan,39.787,89.932
subject0057,F,cam16,600,0,nan,36.269,89.932
subject0057,F,cam17,600,0,nan,20.399,89.932
subject0057,M,cam00,600,300,9.579,10.235,90.145
subject0057,M,cam01,600,300,9.579,10.309,90.145
subject0057,M,cam02,600,300,9.579,14.851,90.145
subject0057,M,cam03,600,300,9.579,20.764,90.145
subject0057,M,cam07,600,300,9.579,18.307,90.145
subject0057,M,cam08,600,300,9.579,13.621,90.145
subject0057,M,cam09,600,300,9.579,14.448,90.145
subject0057,M,cam10,600,300,9.579,34.681,90.145
subject0057,M,cam16,600,300,9.579,25.305,90.145
subject0057,M,cam17,600,300,9.579,31.917,90.145
subject0057,S_cross,cam00,0,0,nan,31.088,nan
subject0057,S_cross,cam01,0,0,nan,31.265,nan
subject0057,S_cross,cam02,0,0,nan,53.721,nan
subject0057,S_cross,cam03,0,0,nan,64.421,nan
subject0057,S_cross,cam07,0,0,nan,47.219,nan
subject0057,S_cross,cam08,0,0,nan,14.497,nan
subject0057,S_cross,cam10,0,0,nan,32.619,nan
subject0057,S_cross,cam16,0,0,nan,36.429,nan
subject0057,S_cross,cam17,0,0,nan,15.768,nan
subject0059,T,cam00,60,60,6.507,8.156,89.686
subject0059,Tk,cam00,30,30,5.040,7.570,89.687
subject0059,S,cam00,60,30,3.991,7.809,89.455
subject0059,GEN,cam00,0,0,nan,25.393,nan
subject0059,T,cam01,60,60,5.747,7.336,89.578
subject0059,Tk,cam01,30,30,4.249,7.054,89.528
subject0059,S,cam01,60,30,3.411,7.057,89.447
subject0059,GEN,cam01,0,0,nan,29.281,nan
subject0059,T,cam02,60,60,5.830,7.944,88.907
subject0059,Tk,cam02,30,30,4.068,7.598,88.952
subject0059,S,cam02,60,30,3.613,7.529,89.068
subject0059,GEN,cam02,0,0,nan,33.199,nan
subject0059,T,cam03,60,60,4.266,6.196,88.797
subject0059,Tk,cam03,30,30,3.355,6.052,88.573
subject0059,S,cam03,60,30,3.028,6.109,88.704
subject0059,GEN,cam03,0,0,nan,28.409,nan
subject0059,T,cam07,60,60,6.398,8.967,88.856
subject0059,Tk,cam07,30,30,4.590,8.445,89.235
subject0059,S,cam07,60,30,4.184,8.471,89.160
subject0059,GEN,cam07,0,0,nan,29.884,nan
subject0059,T,cam08,60,60,8.612,9.592,89.466
subject0059,Tk,cam08,30,30,6.329,7.767,89.444
subject0059,S,cam08,60,30,4.420,7.799,89.097
subject0059,GEN,cam08,0,0,nan,30.125,nan
subject0059,T,cam09,60,60,8.520,9.687,89.202
subject0059,Tk,cam09,30,30,6.347,9.153,89.107
subject0059,S,cam09,60,30,3.921,9.248,89.008
subject0059,GEN,cam09,0,0,nan,31.977,nan
subject0059,T,cam10,60,60,8.376,10.117,88.781
subject0059,Tk,cam10,30,30,5.614,9.587,88.582
subject0059,S,cam10,60,30,4.066,9.544,88.497
subject0059,GEN,cam10,0,0,nan,42.199,nan
subject0059,T,cam16,60,60,6.506,8.399,89.415
subject0059,Tk,cam16,30,30,4.554,7.287,89.278
subject0059,S,cam16,60,30,3.032,7.507,90.154
subject0059,GEN,cam16,0,0,nan,36.177,nan
subject0059,T,cam17,60,60,8.605,10.879,89.764
subject0059,Tk,cam17,30,30,6.525,8.569,89.495
subject0059,S,cam17,60,30,3.468,9.100,89.813
subject0059,GEN,cam17,0,0,nan,29.877,nan
subject0059,S240,cam09,94,47,4.427,8.550,89.037
subject0059,F,cam00,600,0,nan,18.202,89.571
subject0059,F,cam01,600,0,nan,16.662,89.571
subject0059,F,cam02,600,0,nan,32.199,89.571
subject0059,F,cam03,600,0,nan,33.048,89.571
subject0059,F,cam07,600,0,nan,29.702,89.571
subject0059,F,cam08,600,0,nan,19.667,89.571
subject0059,F,cam09,600,0,nan,20.561,89.571
subject0059,F,cam10,600,0,nan,42.116,89.571
subject0059,F,cam16,600,0,nan,40.073,89.571
subject0059,F,cam17,600,0,nan,28.637,89.571
subject0059,M,cam00,600,300,9.950,11.522,89.309
subject0059,M,cam01,600,300,9.950,13.859,89.309
subject0059,M,cam02,600,300,9.950,14.521,89.309
subject0059,M,cam03,600,300,9.950,13.990,89.309
subject0059,M,cam07,600,300,9.950,20.486,89.309
subject0059,M,cam08,600,300,9.950,16.873,89.309
subject0059,M,cam09,600,300,9.950,22.124,89.309
subject0059,M,cam10,600,300,9.950,34.368,89.309
subject0059,M,cam16,600,300,9.950,31.047,89.309
subject0059,M,cam17,600,300,9.950,32.139,89.309
subject0059,S_cross,cam00,0,0,nan,41.646,nan
subject0059,S_cross,cam01,0,0,nan,40.477,nan
subject0059,S_cross,cam02,0,0,nan,55.584,nan
subject0059,S_cross,cam03,0,0,nan,61.672,nan
subject0059,S_cross,cam07,0,0,nan,51.932,nan
subject0059,S_cross,cam08,0,0,nan,25.910,nan
subject0059,S_cross,cam10,0,0,nan,35.832,nan
subject0059,S_cross,cam16,0,0,nan,47.736,nan
subject0059,S_cross,cam17,0,0,nan,23.245,nan
subject0058,T,cam00,60,60,3.959,5.407,90.854
subject0058,Tk,cam00,30,30,3.224,5.783,90.812
subject0058,S,cam00,60,30,2.605,5.829,90.502
subject0058,GEN,cam00,0,0,nan,10.979,nan
subject0058,T,cam01,60,60,4.413,5.716,90.845
subject0058,Tk,cam01,30,30,3.798,5.609,90.883
subject0058,S,cam01,60,30,3.131,5.745,90.849
subject0058,GEN,cam01,0,0,nan,11.101,nan
subject0058,T,cam02,60,60,4.440,6.272,89.994
subject0058,Tk,cam02,30,30,3.490,7.221,90.201
subject0058,S,cam02,60,30,2.849,7.440,89.958
subject0058,GEN,cam02,0,0,nan,18.434,nan
subject0058,T,cam07,60,60,4.125,5.367,89.361
subject0058,Tk,cam07,30,30,3.069,5.480,89.272
subject0058,S,cam07,60,30,2.634,5.431,89.441
subject0058,GEN,cam07,0,0,nan,19.903,nan
subject0058,T,cam08,60,60,4.451,5.550,90.599
subject0058,Tk,cam08,30,30,3.486,5.776,90.679
subject0058,S,cam08,60,30,2.715,5.809,90.503
subject0058,GEN,cam08,0,0,nan,16.945,nan
subject0058,T,cam09,60,60,5.016,5.869,90.462
subject0058,Tk,cam09,30,30,4.009,5.877,90.454
subject0058,S,cam09,60,30,3.175,5.960,90.300
subject0058,GEN,cam09,0,0,nan,15.016,nan
subject0058,T,cam10,60,60,5.849,5.931,89.503
subject0058,Tk,cam10,30,30,3.994,5.780,89.489
subject0058,S,cam10,60,30,2.824,5.909,89.478
subject0058,GEN,cam10,0,0,nan,27.672,nan
subject0058,T,cam16,60,60,4.331,6.511,89.604
subject0058,Tk,cam16,30,30,3.566,6.399,89.712
subject0058,S,cam16,60,30,2.485,6.266,89.793
subject0058,GEN,cam16,0,0,nan,30.653,nan
subject0058,T,cam17,60,60,3.876,4.506,90.286
subject0058,Tk,cam17,30,30,3.100,4.456,90.326
subject0058,S,cam17,60,30,2.654,4.484,90.176
subject0058,GEN,cam17,0,0,nan,20.040,nan
subject0058,S240,cam09,100,50,3.084,5.375,90.235
subject0058,F,cam00,540,0,nan,13.553,90.511
subject0058,F,cam01,540,0,nan,18.833,90.511
subject0058,F,cam02,540,0,nan,42.132,90.511
subject0058,F,cam07,540,0,nan,30.628,90.511
subject0058,F,cam08,540,0,nan,13.958,90.511
subject0058,F,cam09,540,0,nan,14.952,90.511
subject0058,F,cam10,540,0,nan,37.243,90.511
subject0058,F,cam16,540,0,nan,37.208,90.511
subject0058,F,cam17,540,0,nan,19.644,90.511
subject0058,M,cam00,540,270,8.639,11.188,90.476
subject0058,M,cam01,540,270,8.639,11.068,90.476
subject0058,M,cam02,540,270,8.639,18.050,90.476
subject0058,M,cam07,540,270,8.639,14.399,90.476
subject0058,M,cam08,540,270,8.639,11.710,90.476
subject0058,M,cam09,540,270,8.639,11.921,90.476
subject0058,M,cam10,540,270,8.639,29.015,90.476
subject0058,M,cam16,540,270,8.639,25.502,90.476
subject0058,M,cam17,540,270,8.639,18.269,90.476
subject0058,S_cross,cam00,0,0,nan,30.251,nan
subject0058,S_cross,cam01,0,0,nan,31.335,nan
subject0058,S_cross,cam02,0,0,nan,50.022,nan
subject0058,S_cross,cam07,0,0,nan,45.013,nan
subject0058,S_cross,cam08,0,0,nan,15.091,nan
subject0058,S_cross,cam10,0,0,nan,28.094,nan
subject0058,S_cross,cam16,0,0,nan,36.944,nan
subject0058,S_cross,cam17,0,0,nan,15.562,nan
subject0069,T,cam00,59,59,4.934,6.794,89.568
subject0069,Tk,cam00,29,29,4.161,6.553,89.473
subject0069,S,cam00,59,29,3.259,6.464,89.466
subject0069,GEN,cam00,0,0,nan,31.321,nan
subject0069,T,cam01,59,59,5.780,6.305,89.125
subject0069,Tk,cam01,29,29,3.940,6.294,89.253
subject0069,S,cam01,59,29,3.272,6.386,89.370
subject0069,GEN,cam01,0,0,nan,36.215,nan
subject0069,T,cam02,59,59,4.562,7.975,88.145
subject0069,Tk,cam02,29,29,3.266,7.920,88.126
subject0069,S,cam02,59,29,2.681,8.165,89.122
subject0069,GEN,cam02,0,0,nan,44.932,nan
subject0069,T,cam03,60,60,3.563,6.511,87.984
subject0069,Tk,cam03,30,30,2.565,6.236,88.294
subject0069,S,cam03,60,30,2.147,6.191,88.285
subject0069,GEN,cam03,0,0,nan,37.203,nan
subject0069,T,cam06,59,59,4.265,6.419,89.177
subject0069,Tk,cam06,29,29,2.972,5.705,88.196
subject0069,S,cam06,59,29,2.725,5.651,88.397
subject0069,GEN,cam06,0,0,nan,33.908,nan
subject0069,T,cam07,59,59,4.950,6.714,89.034
subject0069,Tk,cam07,29,29,3.771,6.584,88.367
subject0069,S,cam07,59,29,3.145,6.994,88.928
subject0069,GEN,cam07,0,0,nan,36.246,nan
subject0069,T,cam08,59,59,3.866,5.150,89.316
subject0069,Tk,cam08,29,29,2.661,4.581,89.191
subject0069,S,cam08,59,29,2.143,4.783,89.226
subject0069,GEN,cam08,0,0,nan,38.277,nan
subject0069,T,cam09,59,59,3.685,5.586,88.840
subject0069,Tk,cam09,29,29,2.989,5.360,88.769
subject0069,S,cam09,59,29,2.571,5.396,88.791
subject0069,GEN,cam09,0,0,nan,38.727,nan
subject0069,T,cam10,59,59,4.659,7.053,87.138
subject0069,Tk,cam10,29,29,3.267,6.990,88.580
subject0069,S,cam10,59,29,2.915,7.039,87.887
subject0069,GEN,cam10,0,0,nan,52.732,nan
subject0069,T,cam16,59,59,3.690,4.110,88.005
subject0069,Tk,cam16,29,29,3.032,4.014,88.054
subject0069,S,cam16,59,29,2.528,3.911,87.630
subject0069,GEN,cam16,0,0,nan,48.980,nan
subject0069,T,cam17,59,59,3.315,4.562,88.808
subject0069,Tk,cam17,29,29,2.466,4.791,88.798
subject0069,S,cam17,59,29,2.178,4.897,88.879
subject0069,GEN,cam17,0,0,nan,42.461,nan
subject0069,S240,cam09,34,17,2.731,5.787,89.296
subject0069,F,cam00,650,0,nan,18.531,89.199
subject0069,F,cam01,650,0,nan,19.148,89.199
subject0069,F,cam02,650,0,nan,37.183,89.199
subject0069,F,cam03,650,0,nan,36.834,89.199
subject0069,F,cam06,650,0,nan,36.182,89.199
subject0069,F,cam07,650,0,nan,29.720,89.199
subject0069,F,cam08,650,0,nan,21.899,89.199
subject0069,F,cam09,650,0,nan,25.258,89.199
subject0069,F,cam10,650,0,nan,50.549,89.199
subject0069,F,cam16,650,0,nan,43.681,89.199
subject0069,F,cam17,650,0,nan,35.021,89.199
subject0069,M,cam00,650,325,14.021,12.812,88.955
subject0069,M,cam01,650,325,14.021,14.829,88.955
subject0069,M,cam02,650,325,14.021,21.590,88.955
subject0069,M,cam03,650,325,14.021,15.306,88.955
subject0069,M,cam06,650,325,14.021,28.307,88.955
subject0069,M,cam07,650,325,14.021,21.709,88.955
subject0069,M,cam08,650,325,14.021,24.730,88.955
subject0069,M,cam09,650,325,14.021,26.131,88.955
subject0069,M,cam10,650,325,14.021,36.167,88.955
subject0069,M,cam16,650,325,14.021,38.626,88.955
subject0069,M,cam17,650,325,14.021,46.942,88.955
subject0069,S_cross,cam00,0,0,nan,39.915,nan
subject0069,S_cross,cam01,0,0,nan,32.294,nan
subject0069,S_cross,cam02,0,0,nan,45.006,nan
subject0069,S_cross,cam03,0,0,nan,48.849,nan
subject0069,S_cross,cam06,0,0,nan,60.536,nan
subject0069,S_cross,cam07,0,0,nan,51.689,nan
subject0069,S_cross,cam08,0,0,nan,28.853,nan
subject0069,S_cross,cam10,0,0,nan,48.192,nan
subject0069,S_cross,cam16,0,0,nan,55.640,nan
subject0069,S_cross,cam17,0,0,nan,21.017,nan
subject0061,T,cam00,59,59,5.969,8.109,89.575
subject0061,Tk,cam00,29,29,4.458,7.539,89.566
subject0061,S,cam00,59,29,3.567,7.519,89.465
subject0061,GEN,cam00,0,0,nan,34.045,nan
subject0061,T,cam01,59,59,5.346,6.680,89.418
subject0061,Tk,cam01,29,29,4.184,6.751,89.450
subject0061,S,cam01,59,29,3.371,6.559,89.536
subject0061,GEN,cam01,0,0,nan,35.573,nan
subject0061,T,cam02,59,59,4.698,5.866,90.336
subject0061,Tk,cam02,29,29,3.893,6.227,89.620
subject0061,S,cam02,59,29,3.167,6.134,89.215
subject0061,GEN,cam02,0,0,nan,45.777,nan
subject0061,T,cam06,59,59,4.684,6.690,90.849
subject0061,Tk,cam06,29,29,3.405,6.505,89.814
subject0061,S,cam06,59,29,2.710,6.373,89.726
subject0061,GEN,cam06,0,0,nan,33.563,nan
subject0061,T,cam07,59,59,5.616,8.130,90.806
subject0061,Tk,cam07,29,29,3.556,8.146,89.947
subject0061,S,cam07,59,29,3.141,8.173,90.231
subject0061,GEN,cam07,0,0,nan,37.562,nan
subject0061,T,cam08,59,59,6.517,8.017,88.838
subject0061,Tk,cam08,29,29,5.237,7.973,88.809
subject0061,S,cam08,59,29,4.434,8.071,89.324
subject0061,GEN,cam08,0,0,nan,37.898,nan
subject0061,T,cam09,59,59,9.867,9.130,87.897
subject0061,Tk,cam09,29,29,7.028,8.396,88.094
subject0061,S,cam09,59,29,5.303,8.605,88.010
subject0061,GEN,cam09,0,0,nan,41.116,nan
subject0061,T,cam10,59,59,7.515,8.291,86.859
subject0061,Tk,cam10,29,29,5.569,8.723,87.958
subject0061,S,cam10,59,29,4.195,8.990,87.494
subject0061,GEN,cam10,0,0,nan,52.812,nan
subject0061,T,cam16,59,59,5.797,7.799,88.120
subject0061,Tk,cam16,29,29,4.526,7.232,88.193
subject0061,S,cam16,59,29,3.672,7.101,88.443
subject0061,GEN,cam16,0,0,nan,43.932,nan
subject0061,T,cam17,58,58,6.371,7.786,88.274
subject0061,Tk,cam17,29,29,4.657,7.718,88.323
subject0061,S,cam17,58,29,3.951,7.253,88.275
subject0061,GEN,cam17,0,0,nan,41.260,nan
subject0061,S240,cam09,101,50,5.385,8.064,88.587
subject0061,F,cam00,589,0,nan,17.821,88.936
subject0061,F,cam01,589,0,nan,24.788,88.936
subject0061,F,cam02,589,0,nan,43.506,88.936
subject0061,F,cam06,589,0,nan,38.169,88.936
subject0061,F,cam07,589,0,nan,28.018,88.936
subject0061,F,cam08,589,0,nan,27.364,88.936
subject0061,F,cam09,589,0,nan,35.497,88.936
subject0061,F,cam10,589,0,nan,45.923,88.936
subject0061,F,cam16,589,0,nan,41.491,88.936
subject0061,F,cam17,589,0,nan,30.727,88.936
subject0061,M,cam00,589,294,18.929,17.987,88.824
subject0061,M,cam01,589,294,18.929,17.804,88.824
subject0061,M,cam02,589,294,18.929,26.931,88.824
subject0061,M,cam06,589,294,18.929,36.045,88.824
subject0061,M,cam07,589,294,18.929,27.784,88.824
subject0061,M,cam08,589,294,18.929,36.132,88.824
subject0061,M,cam09,589,294,18.929,33.897,88.824
subject0061,M,cam10,589,294,18.929,31.364,88.824
subject0061,M,cam16,589,294,18.929,40.759,88.824
subject0061,M,cam17,589,294,18.929,43.255,88.824
subject0061,S_cross,cam00,0,0,nan,46.654,nan
subject0061,S_cross,cam01,0,0,nan,45.087,nan
subject0061,S_cross,cam02,0,0,nan,61.243,nan
subject0061,S_cross,cam06,0,0,nan,73.950,nan
subject0061,S_cross,cam07,0,0,nan,58.229,nan
subject0061,S_cross,cam08,0,0,nan,30.841,nan
subject0061,S_cross,cam10,0,0,nan,36.879,nan
subject0061,S_cross,cam16,0,0,nan,55.987,nan
subject0061,S_cross,cam17,0,0,nan,36.336,nan
subject0060,T,cam00,60,60,4.514,6.008,90.809
subject0060,Tk,cam00,30,30,3.506,6.465,90.859
subject0060,S,cam00,60,30,2.612,6.246,90.646
subject0060,GEN,cam00,0,0,nan,12.315,nan
subject0060,T,cam01,60,60,5.200,6.881,90.902
subject0060,Tk,cam01,30,30,4.014,6.526,91.005
subject0060,S,cam01,60,30,2.995,6.327,91.220
subject0060,GEN,cam01,0,0,nan,11.844,nan
subject0060,T,cam02,60,60,5.016,7.813,89.499
subject0060,Tk,cam02,30,30,3.458,8.206,89.544
subject0060,S,cam02,60,30,2.788,8.282,91.094
subject0060,GEN,cam02,0,0,nan,23.288,nan
subject0060,T,cam08,60,60,5.061,6.226,90.799
subject0060,Tk,cam08,30,30,4.030,6.266,90.827
subject0060,S,cam08,60,30,3.269,6.057,90.376
subject0060,GEN,cam08,0,0,nan,13.153,nan
subject0060,T,cam09,60,60,5.272,6.008,90.826
subject0060,Tk,cam09,30,30,4.172,6.111,90.823
subject0060,S,cam09,60,30,3.628,5.902,90.624
subject0060,GEN,cam09,0,0,nan,11.721,nan
subject0060,T,cam10,60,60,7.123,9.140,89.166
subject0060,Tk,cam10,30,30,4.320,9.657,90.431
subject0060,S,cam10,60,30,3.960,9.722,91.198
subject0060,GEN,cam10,0,0,nan,33.550,nan
subject0060,T,cam16,60,60,5.287,6.859,89.932
subject0060,Tk,cam16,30,30,3.814,6.128,90.141
subject0060,S,cam16,60,30,3.392,6.132,90.731
subject0060,GEN,cam16,0,0,nan,26.334,nan
subject0060,T,cam17,60,60,4.410,4.872,90.308
subject0060,Tk,cam17,30,30,3.542,4.767,90.311
subject0060,S,cam17,60,30,2.936,4.691,90.126
subject0060,GEN,cam17,0,0,nan,20.622,nan
subject0060,S240,cam09,127,63,3.549,5.906,90.489
subject0060,F,cam00,480,0,nan,19.658,90.687
subject0060,F,cam01,480,0,nan,21.396,90.687
subject0060,F,cam02,480,0,nan,39.222,90.687
subject0060,F,cam08,480,0,nan,18.189,90.687
subject0060,F,cam09,480,0,nan,18.869,90.687
subject0060,F,cam10,480,0,nan,42.327,90.687
subject0060,F,cam16,480,0,nan,35.206,90.687
subject0060,F,cam17,480,0,nan,26.741,90.687
subject0060,M,cam00,480,240,7.946,10.182,90.658
subject0060,M,cam01,480,240,7.946,10.445,90.658
subject0060,M,cam02,480,240,7.946,20.413,90.658
subject0060,M,cam08,480,240,7.946,14.731,90.658
subject0060,M,cam09,480,240,7.946,17.215,90.658
subject0060,M,cam10,480,240,7.946,34.697,90.658
subject0060,M,cam16,480,240,7.946,24.825,90.658
subject0060,M,cam17,480,240,7.946,28.792,90.658
subject0060,S_cross,cam00,0,0,nan,39.162,nan
subject0060,S_cross,cam01,0,0,nan,37.721,nan
subject0060,S_cross,cam02,0,0,nan,52.946,nan
subject0060,S_cross,cam08,0,0,nan,16.208,nan
subject0060,S_cross,cam10,0,0,nan,36.069,nan
subject0060,S_cross,cam16,0,0,nan,36.639,nan
subject0060,S_cross,cam17,0,0,nan,16.710,nan
subject0065,T,cam00,60,60,4.912,6.177,90.650
subject0065,Tk,cam00,30,30,3.843,6.096,90.777
subject0065,S,cam00,60,30,3.212,6.072,90.604
subject0065,GEN,cam00,0,0,nan,18.005,nan
subject0065,T,cam01,60,60,5.456,6.946,90.584
subject0065,Tk,cam01,30,30,4.036,6.542,90.738
subject0065,S,cam01,60,30,3.214,6.507,90.842
subject0065,GEN,cam01,0,0,nan,19.223,nan
subject0065,T,cam02,60,60,5.834,7.517,89.029
subject0065,Tk,cam02,30,30,3.863,7.317,88.491
subject0065,S,cam02,60,30,3.303,7.049,89.099
subject0065,GEN,cam02,0,0,nan,30.482,nan
subject0065,T,cam03,60,60,4.700,6.577,89.161
subject0065,Tk,cam03,30,30,3.484,6.458,88.268
subject0065,S,cam03,60,30,3.196,6.388,89.023
subject0065,GEN,cam03,0,0,nan,27.542,nan
subject0065,T,cam06,60,60,3.838,5.024,89.559
subject0065,Tk,cam06,30,30,3.060,5.076,89.599
subject0065,S,cam06,60,30,2.549,4.869,89.643
subject0065,GEN,cam06,0,0,nan,18.274,nan
subject0065,T,cam07,60,60,4.243,5.603,89.761
subject0065,Tk,cam07,30,30,3.711,5.525,89.205
subject0065,S,cam07,60,30,3.316,5.463,89.386
subject0065,GEN,cam07,0,0,nan,18.783,nan
subject0065,T,cam08,60,60,5.669,7.406,90.474
subject0065,Tk,cam08,30,30,4.568,7.833,90.570
subject0065,S,cam08,60,30,3.511,7.879,90.325
subject0065,GEN,cam08,0,0,nan,21.772,nan
subject0065,T,cam09,60,60,6.267,8.133,90.243
subject0065,Tk,cam09,30,30,5.247,7.121,90.380
subject0065,S,cam09,60,30,3.956,7.062,90.143
subject0065,GEN,cam09,0,0,nan,22.819,nan
subject0065,T,cam16,60,60,5.678,7.932,89.792
subject0065,Tk,cam16,30,30,4.310,8.138,89.716
subject0065,S,cam16,60,30,4.012,8.090,89.641
subject0065,GEN,cam16,0,0,nan,28.948,nan
subject0065,T,cam17,60,60,7.233,8.876,90.002
subject0065,Tk,cam17,30,30,4.635,7.753,89.987
subject0065,S,cam17,60,30,3.750,7.543,89.694
subject0065,GEN,cam17,0,0,nan,25.994,nan
subject0065,S240,cam09,122,61,4.204,6.900,90.088
subject0065,F,cam00,600,0,nan,11.753,90.300
subject0065,F,cam01,600,0,nan,17.899,90.300
subject0065,F,cam02,600,0,nan,35.599,90.300
subject0065,F,cam03,600,0,nan,36.166,90.300
subject0065,F,cam06,600,0,nan,28.431,90.300
subject0065,F,cam07,600,0,nan,19.751,90.300
subject0065,F,cam08,600,0,nan,16.744,90.300
subject0065,F,cam09,600,0,nan,22.055,90.300
subject0065,F,cam16,600,0,nan,27.062,90.300
subject0065,F,cam17,600,0,nan,25.607,90.300
subject0065,M,cam00,600,300,8.535,9.548,90.407
subject0065,M,cam01,600,300,8.535,10.045,90.407
subject0065,M,cam02,600,300,8.535,23.403,90.407
subject0065,M,cam03,600,300,8.535,20.977,90.407
subject0065,M,cam06,600,300,8.535,17.308,90.407
subject0065,M,cam07,600,300,8.535,10.651,90.407
subject0065,M,cam08,600,300,8.535,12.116,90.407
subject0065,M,cam09,600,300,8.535,20.607,90.407
subject0065,M,cam16,600,300,8.535,21.667,90.407
subject0065,M,cam17,600,300,8.535,25.657,90.407
subject0065,S_cross,cam00,0,0,nan,32.667,nan
subject0065,S_cross,cam01,0,0,nan,32.543,nan
subject0065,S_cross,cam02,0,0,nan,50.862,nan
subject0065,S_cross,cam03,0,0,nan,56.602,nan
subject0065,S_cross,cam06,0,0,nan,58.030,nan
subject0065,S_cross,cam07,0,0,nan,42.488,nan
subject0065,S_cross,cam08,0,0,nan,17.678,nan
subject0065,S_cross,cam16,0,0,nan,37.272,nan
subject0065,S_cross,cam17,0,0,nan,17.503,nan
subject0066,T,cam00,60,60,3.710,4.720,90.714
subject0066,Tk,cam00,30,30,2.864,4.697,90.378
subject0066,S,cam00,60,30,2.516,4.568,90.292
subject0066,GEN,cam00,0,0,nan,12.521,nan
subject0066,T,cam01,60,60,4.406,5.662,89.620
subject0066,Tk,cam01,30,30,3.401,5.235,90.044
subject0066,S,cam01,60,30,2.668,5.034,90.114
subject0066,GEN,cam01,0,0,nan,17.212,nan
subject0066,T,cam08,60,60,5.158,6.716,89.083
subject0066,Tk,cam08,30,30,3.997,6.416,89.156
subject0066,S,cam08,60,30,3.682,6.305,88.896
subject0066,GEN,cam08,0,0,nan,24.297,nan
subject0066,T,cam09,60,60,5.936,7.108,89.342
subject0066,Tk,cam09,30,30,4.108,7.465,89.302
subject0066,S,cam09,60,30,3.204,7.598,89.246
subject0066,GEN,cam09,0,0,nan,25.469,nan
subject0066,T,cam10,60,60,7.166,9.521,88.297
subject0066,Tk,cam10,30,30,5.273,8.629,89.074
subject0066,S,cam10,60,30,4.025,8.205,89.206
subject0066,GEN,cam10,0,0,nan,35.457,nan
subject0066,T,cam16,60,60,6.904,8.561,88.412
subject0066,Tk,cam16,30,30,4.934,8.195,89.616
subject0066,S,cam16,60,30,3.606,8.977,89.507
subject0066,GEN,cam16,0,0,nan,28.112,nan
subject0066,T,cam17,60,60,5.221,5.947,89.522
subject0066,Tk,cam17,30,30,3.590,5.821,89.624
subject0066,S,cam17,60,30,2.919,5.751,89.461
subject0066,GEN,cam17,0,0,nan,22.936,nan
