session,n_groups,train_rms_med_px,test_rms_med_px,test_rms_generic_med_px,improvement_x,iod_mean_mm
03247,2,0.84,1.6,1.86,1.2,91.6
03251,2,0.6,1.27,1.92,1.5,91.3
03253,1,0.36,0.86,1.54,1.8,90.2
03255,2,0.52,1.0,2.23,2.2,89.9
03258,2,0.28,0.59,1.48,2.5,89.4
03259,3,0.6,1.56,1.93,1.2,90.1
03263,1,0.42,0.78,1.72,2.2,90.0
03265,1,0.4,1.05,1.12,1.1,90.6
03266,3,0.54,1.02,1.7,1.7,91.2
03270,3,0.51,1.16,2.36,2.0,89.9
03273,1,0.63,1.42,1.66,1.2,89.9
03275,2,0.74,1.3,2.93,2.3,89.1
03277,1,1.05,1.4,2.41,1.7,90.6
03278,3,0.35,0.5,2.49,5.0,89.2
03282,3,0.83,1.45,3.52,2.4,88.8
03283,2,0.42,0.76,1.84,2.4,90.7
03302,2,0.98,1.62,2.56,1.6,89.7
03303,2,0.51,1.02,2.16,2.1,90.6
03304,2,0.44,0.96,1.4,1.5,90.3
03307,2,0.47,1.11,2.18,2.0,90.3
03312,3,0.54,1.08,2.65,2.5,91.3
03314,3,0.94,1.52,2.0,1.3,89.3
03326,2,0.77,1.57,2.89,1.8,90.8
03327,2,0.7,1.46,2.2,1.5,91.9
03328,2,0.39,0.76,1.08,1.4,91.2
03332,2,0.66,1.72,2.38,1.4,91.9
03336,3,0.56,1.03,1.67,1.6,89.7
03340,3,0.69,0.99,1.84,1.9,89.9
03342,2,0.41,0.86,1.99,2.3,90.1
03343,3,0.35,0.68,3.06,4.5,89.2
03344,3,0.36,0.6,1.42,2.4,91.5
03348,3,0.7,1.29,1.59,1.2,90.4
03349,3,0.67,1.41,1.8,1.3,89.8
03351,2,0.64,1.35,2.5,1.9,88.7
03352,2,0.73,1.5,2.16,1.4,90.6
03354,1,0.64,1.45,2.45,1.7,89.8
03358,3,0.58,1.25,2.7,2.2,89.3
03359,3,0.69,1.32,2.07,1.6,90.0
03360,3,0.54,0.93,2.36,2.5,90.8
03361,3,0.55,1.09,2.55,2.4,89.9
03367,2,0.46,0.99,1.8,1.8,90.2
03371,3,0.66,1.51,3.16,2.1,90.7
03374,1,0.27,0.56,0.99,1.8,91.1
03375,3,0.61,1.21,1.77,1.5,91.5
03377,3,0.38,0.73,2.59,3.5,89.8
03378,3,0.78,1.51,2.04,1.3,90.0
03380,3,0.47,1.24,1.85,1.5,90.3
03381,1,0.59,1.53,1.68,1.1,91.4
03382,3,0.71,1.47,2.49,1.7,89.9
03384,3,0.24,0.56,2.04,3.6,92.0
03397,2,1.11,1.87,2.72,1.5,89.8
03403,3,0.61,1.24,3.28,2.7,90.1
03406,3,0.59,1.17,1.45,1.2,90.6
03412,3,0.59,1.26,3.3,2.6,89.5
03425,2,0.19,0.44,2.74,6.2,91.9
03431,2,0.36,0.82,1.97,2.4,91.1
03432,3,0.76,1.53,2.43,1.6,90.7
03442,3,0.28,0.81,1.53,1.9,90.3
03450,3,0.56,1.1,1.77,1.6,90.0
03453,2,0.54,1.38,1.22,0.9,91.6
03456,1,0.25,0.62,2.31,3.7,89.5
03465,2,0.92,1.57,1.92,1.2,89.5
03466,3,0.55,1.07,1.09,1.0,90.6
03467,3,0.38,0.66,2.26,3.4,89.2
03469,3,0.81,1.56,2.78,1.8,89.5
03491,3,0.72,1.31,2.26,1.7,90.9
03492,3,0.66,1.27,2.53,2.0,89.6
03495,3,0.4,0.77,2.89,3.7,90.4
03498,3,0.42,0.86,3.72,4.3,89.9
03501,2,0.55,1.0,2.64,2.6,89.7
03523,3,0.39,0.97,1.77,1.8,90.2
